"","Date","Day","Hour","Lat","Long","Type","Severity"
"276",2011-02-15,"Tuesday","12:00",-19.9374916408327,-43.9674476915103,"Collision","Nonfatal"
"277",2011-02-15,"Tuesday","12:30",-19.9052697434216,-43.9728459130489,"Collision","Nonfatal"
"278",2011-02-15,"Tuesday","13:15",-19.9290076782957,-43.9306147820071,"Collision","Nonfatal"
"279",2011-02-15,"Tuesday","13:30",-19.896153590893,-44.0206961880978,"Collision","Nonfatal"
"280",2011-02-15,"Tuesday","13:55",-19.8953393248512,-43.9486995481809,"Collision","Nonfatal"
"281",2011-02-15,"Tuesday","14:30",-19.9174558336387,-43.9495493963666,"Collision","Nonfatal"
"282",2011-02-15,"Tuesday","14:40",-19.953390517072,-43.9153484100383,"Collision","Nonfatal"
"283",2011-02-15,"Tuesday","15:15",-19.9183211256768,-43.9375129570637,"Collision","Nonfatal"
"284",2011-02-15,"Tuesday","16:50",-19.9343484326048,-43.9604302070465,"Collision","Nonfatal"
"285",2011-02-15,"Tuesday","16:50",-19.9343484326048,-43.9604302070465,"Collision","Nonfatal"
"286",2011-02-15,"Tuesday","17:30",-19.8278850636947,-43.9879887729587,"Running over","Nonfatal"
"287",2011-02-15,"Tuesday","17:30",-19.9509194885056,-43.9371473351367,"Collision","Nonfatal"
"288",2011-02-15,"Tuesday","17:30",-19.9509194885056,-43.9371473351367,"Collision","Nonfatal"
"289",2011-02-15,"Tuesday","17:30",-19.9509194885056,-43.9371473351367,"Collision","Nonfatal"
"290",2011-02-15,"Tuesday","17:30",-19.9205802015195,-43.913725371495,"Collision","Nonfatal"
"291",2011-02-15,"Tuesday","17:30",-19.9205802015195,-43.913725371495,"Collision","Nonfatal"
"292",2011-02-15,"Tuesday","17:40",-19.9476544274323,-43.9349641093858,"Collision","Nonfatal"
"293",2011-02-15,"Tuesday","17:45",-19.9210716585869,-43.914186418298,"Collision","Nonfatal"
"294",2011-02-15,"Tuesday","17:55",-19.9232968221293,-43.9408574812672,"Collision","Nonfatal"
"295",2011-02-15,"Tuesday","18:00",-19.9140973663643,-43.940604153393,"Running over","Nonfatal"
"296",2011-02-15,"Tuesday","19:00",-19.9645641230424,-43.9610544890522,"Collision","Nonfatal"
"297",2011-02-15,"Tuesday","19:00",-19.9546164271988,-43.9350145855835,"Collision","Nonfatal"
"298",2011-02-15,"Tuesday","19:00",-19.917308297472,-43.9025486145074,"Running over","Nonfatal"
"299",2011-02-15,"Tuesday","19:05",-19.8892454843821,-43.9286576431104,"Running over","Nonfatal"
"300",2011-02-15,"Tuesday","19:05",-19.8892454843821,-43.9286576431104,"Running over","Nonfatal"
"301",2011-02-15,"Tuesday","19:35",-19.8484772085253,-43.8980946470531,"Running over","Nonfatal"
"302",2011-02-15,"Tuesday","20:50",-19.8362374634523,-43.9299651888652,"Collision","Nonfatal"
"303",2011-02-15,"Tuesday","21:00",-19.8268648668945,-43.9266813521118,"Running over","Nonfatal"
"304",2011-02-15,"Tuesday","21:00",-19.8936411851699,-44.0083894156735,"Collision","Nonfatal"
"305",2011-02-15,"Tuesday","21:45",-19.9114410590979,-43.9044472583054,"Collision","Nonfatal"
"306",2011-02-15,"Tuesday","21:45",-19.9114410590979,-43.9044472583054,"Collision","Nonfatal"
"307",2011-02-15,"Tuesday","21:45",-19.9114410590979,-43.9044472583054,"Collision","Nonfatal"
"308",2011-02-15,"Tuesday","23:00",-19.9144599354221,-43.9803552849334,"Collision","Nonfatal"
"309",2011-02-15,"Tuesday","23:00",-19.9144599354221,-43.9803552849334,"Collision","Nonfatal"
"310",2011-02-15,"Tuesday","23:00",-19.9144599354221,-43.9803552849334,"Collision","Nonfatal"
"311",2011-02-16,"Wednesday","01:55",-19.9038015909187,-43.9517403727133,"Running over","Nonfatal"
"312",2011-02-16,"Wednesday","05:30",-19.84344096132,-43.9329703373063,"Running over","Nonfatal"
"313",2011-02-16,"Wednesday","05:30",-19.84344096132,-43.9329703373063,"Running over","Nonfatal"
"314",2011-02-16,"Wednesday","06:30",-19.9053339625941,-43.9368378490207,"Collision","Nonfatal"
"315",2011-02-16,"Wednesday","07:40",-19.9007381080009,-43.9918713830484,"Running over","Nonfatal"
"316",2011-02-16,"Wednesday","07:45",-19.922914250548,-43.9310746093389,"Collision","Nonfatal"
"317",2011-02-16,"Wednesday","07:50",-19.917872549054,-43.90999336296,"Collision","Nonfatal"
"318",2011-02-16,"Wednesday","07:50",-19.917872549054,-43.90999336296,"Collision","Nonfatal"
"319",2011-02-16,"Wednesday","08:15",-19.8759448893862,-43.9282016024982,"Running over","Nonfatal"
"320",2011-02-16,"Wednesday","08:30",-19.9349063585124,-43.9467563154163,"Collision","Nonfatal"
"321",2011-02-16,"Wednesday","09:00",-19.8381367396096,-43.9370667603685,"Collision","Nonfatal"
"322",2011-02-16,"Wednesday","09:00",-19.879758579978,-43.931230154893,"Collision","Nonfatal"
"323",2011-02-16,"Wednesday","09:00",-19.879758579978,-43.931230154893,"Collision","Nonfatal"
"324",2011-02-16,"Wednesday","09:30",-19.8744375174788,-43.9531556315161,"Collision","Nonfatal"
"325",2011-02-16,"Wednesday","09:30",-19.8744375174788,-43.9531556315161,"Collision","Nonfatal"
"326",2011-02-16,"Wednesday","10:30",-19.9226965469132,-43.9462021720535,"Collision","Nonfatal"
"327",2011-02-16,"Wednesday","10:50",-19.7897095067544,-43.9528033081903,"Collision","Nonfatal"
"328",2011-02-16,"Wednesday","12:30",-19.9196702895295,-43.9207668543364,"Running over","Nonfatal"
"329",2011-02-16,"Wednesday","12:30",-19.8795328037332,-43.923851926034,"Collision","Nonfatal"
"330",2011-02-16,"Wednesday","12:30",-19.8770937840372,-43.9450337797471,"Collision","Nonfatal"
"331",2011-02-16,"Wednesday","12:30",-19.8770937840372,-43.9450337797471,"Collision","Nonfatal"
"332",2011-02-16,"Wednesday","13:00",-19.9098334068827,-43.8937235717616,"Collision","Nonfatal"
"333",2011-02-16,"Wednesday","13:00",-19.9098334068827,-43.8937235717616,"Collision","Nonfatal"
"334",2011-02-16,"Wednesday","14:00",-19.9135117450336,-43.9532034057344,"Collision","Nonfatal"
"335",2011-02-16,"Wednesday","15:00",-19.9290425491718,-43.956761396141,"Running over","Nonfatal"
"336",2011-02-16,"Wednesday","15:45",-19.9242474355254,-43.9369641354182,"Collision","Nonfatal"
"337",2011-02-16,"Wednesday","15:45",-19.9242474355254,-43.9369641354182,"Collision","Nonfatal"
"338",2011-02-16,"Wednesday","16:05",-19.9304273692121,-43.9461833136764,"Collision","Nonfatal"
"339",2011-02-16,"Wednesday","16:15",-19.8983941833377,-43.9943036750647,"Running over","Nonfatal"
"340",2011-02-16,"Wednesday","16:23",-19.9549436331124,-43.9497924076115,"Running over","Nonfatal"
"341",2011-02-16,"Wednesday","16:35",-19.9107089436944,-43.9676030779611,"Collision","Nonfatal"
"342",2011-02-16,"Wednesday","16:40",-19.8835159578718,-43.9504026687392,"Collision","Nonfatal"
"343",2011-02-16,"Wednesday","17:40",-19.9215243137791,-43.9432412968797,"Collision","Nonfatal"
"344",2011-02-16,"Wednesday","17:40",-19.9215243137791,-43.9432412968797,"Collision","Nonfatal"
"345",2011-02-16,"Wednesday","17:40",-19.9215243137791,-43.9432412968797,"Collision","Nonfatal"
"346",2011-02-16,"Wednesday","18:10",-19.8501430097818,-43.9638198026436,"Collision","Nonfatal"
"347",2011-02-16,"Wednesday","18:20",-19.8114903915981,-43.9907877251523,"Running over","Nonfatal"
"348",2011-02-16,"Wednesday","18:20",-19.8114903915981,-43.9907877251523,"Running over","Nonfatal"
"349",2011-02-16,"Wednesday","18:20",-19.8186637605301,-43.951775647009,"Collision","Nonfatal"
"350",2011-02-16,"Wednesday","18:20",-19.8186637605301,-43.951775647009,"Collision","Nonfatal"
"351",2011-02-16,"Wednesday","18:20",-19.8186637605301,-43.951775647009,"Collision","Nonfatal"
"352",2011-02-16,"Wednesday","18:20",-19.8206788975513,-43.9965609930651,"Collision","Nonfatal"
"353",2011-02-16,"Wednesday","18:20",-19.9579130158407,-44.006587814001,"Collision","Nonfatal"
"354",2011-02-16,"Wednesday","18:30",-19.7853650173157,-43.9812333364141,"Running over","Nonfatal"
"355",2011-02-16,"Wednesday","19:30",-19.9151538110897,-43.938619950723,"Running over","Nonfatal"
"356",2011-02-16,"Wednesday","19:30",-19.9176859069873,-43.9587556020644,"Collision","Nonfatal"
"357",2011-02-16,"Wednesday","20:15",-19.9182872788605,-43.9346047936814,"Running over","Nonfatal"
"358",2011-02-16,"Wednesday","20:15",-19.9182872788605,-43.9346047936814,"Running over","Nonfatal"
"359",2011-02-16,"Wednesday","21:15",-19.9610270012251,-43.9896397637744,"Collision","Nonfatal"
"360",2011-02-16,"Wednesday","21:50",-19.8226854533068,-43.9786482867937,"Collision","Nonfatal"
"361",2011-02-16,"Wednesday","21:50",-19.8226854533068,-43.9786482867937,"Collision","Nonfatal"
"362",2011-02-16,"Wednesday","22:10",-19.9033229435577,-43.9769902317158,"Collision","Nonfatal"
"363",2011-02-16,"Wednesday","22:10",-19.9033229435577,-43.9769902317158,"Collision","Nonfatal"
"364",2011-02-16,"Wednesday","22:20",-19.8930500196835,-43.897266196857,"Running over","Nonfatal"
"365",2011-02-16,"Wednesday","22:40",-19.9116163204867,-44.0213701892453,"Collision","Nonfatal"
"366",2011-02-16,"Wednesday","22:40",-19.9116163204867,-44.0213701892453,"Collision","Nonfatal"
"367",2011-02-16,"Wednesday","22:40",-19.9116163204867,-44.0213701892453,"Collision","Nonfatal"
"368",2011-02-16,"Wednesday","22:40",-19.9116163204867,-44.0213701892453,"Collision","Nonfatal"
"369",2011-02-16,"Wednesday","23:50",-19.9325138618293,-43.9565485723204,"Collision","Nonfatal"
"370",2011-02-17,"Thursday","00:50",-19.905373187071,-43.9995280202058,"Collision","Nonfatal"
"371",2011-02-17,"Thursday","02:00",-19.8769292032147,-43.990601112286,"Running over","Nonfatal"
"372",2011-02-17,"Thursday","04:00",-19.9147170128873,-43.9437156632412,"Collision","Nonfatal"
"373",2011-02-17,"Thursday","06:00",-19.9838270741425,-44.0333059231809,"Running over","Nonfatal"
"374",2011-02-17,"Thursday","06:10",-19.9174083762053,-43.9502496974942,"Collision","Nonfatal"
"375",2011-02-17,"Thursday","06:10",-19.9174083762053,-43.9502496974942,"Collision","Nonfatal"
"376",2011-02-17,"Thursday","07:20",-19.9264625292675,-43.9278972531724,"Running over","Nonfatal"
"377",2011-02-17,"Thursday","07:20",-19.9264625292675,-43.9278972531724,"Running over","Nonfatal"
"378",2011-02-17,"Thursday","07:35",-19.9743237285358,-43.9414940559304,"Collision","Nonfatal"
"379",2011-02-17,"Thursday","07:45",-19.988776846854,-44.0346676613937,"Running over","Nonfatal"
"380",2011-02-17,"Thursday","09:00",-19.8759448893862,-43.9282016024982,"Collision","Nonfatal"
"381",2011-02-17,"Thursday","09:00",-19.9398005603374,-43.9649562399744,"Collision","Nonfatal"
"382",2011-02-17,"Thursday","09:00",-19.925910335568,-43.9114649852491,"Running over","Nonfatal"
"383",2011-02-17,"Thursday","09:15",-19.8957789208501,-43.9058445918078,"Running over","Nonfatal"
"384",2011-02-17,"Thursday","09:30",-19.9222990360905,-43.9717635601431,"Collision","Nonfatal"
"385",2011-02-17,"Thursday","10:10",-19.9136684706067,-43.9510647240036,"Collision","Nonfatal"
"386",2011-02-17,"Thursday","10:40",-19.9055978702619,-43.9844522824193,"Collision","Nonfatal"
"387",2011-02-17,"Thursday","11:15",-19.8805880211107,-43.9221856510024,"Running over","Nonfatal"
"388",2011-02-17,"Thursday","13:00",-19.8234604384816,-43.9886286200941,"Collision","Nonfatal"
"389",2011-02-17,"Thursday","13:01",-19.8422723656166,-43.9743713295607,"Collision","Nonfatal"
"390",2011-02-17,"Thursday","13:01",-19.8422723656166,-43.9743713295607,"Collision","Nonfatal"
"391",2011-02-17,"Thursday","13:20",-19.8517693488701,-43.8857286726409,"Collision","Nonfatal"
"392",2011-02-17,"Thursday","13:20",-19.9206511129177,-43.9463312316909,"Running over","Nonfatal"
"393",2011-02-17,"Thursday","14:00",-19.932528122678,-43.9369270048808,"Collision","Nonfatal"
"394",2011-02-17,"Thursday","14:00",-19.9230603115035,-43.9587436278449,"Collision","Nonfatal"
"395",2011-02-17,"Thursday","14:45",-19.9756239193376,-43.9695557853686,"Collision","Nonfatal"
"396",2011-02-17,"Thursday","16:00",-19.8386243155277,-43.9296487967591,"Collision","Nonfatal"
"397",2011-02-17,"Thursday","16:00",-19.8386243155277,-43.9296487967591,"Collision","Nonfatal"
"398",2011-02-17,"Thursday","16:30",-19.9752526692684,-44.0591078920893,"Collision","Nonfatal"
"399",2011-02-17,"Thursday","17:00",-19.9403542170306,-43.9879056992622,"Running over","Nonfatal"
"400",2011-02-17,"Thursday","17:00",-19.8500798592798,-43.9051673172211,"Running over","Nonfatal"
"401",2011-02-17,"Thursday","17:20",-19.9277736261369,-43.9420627197883,"Collision","Nonfatal"
"402",2011-02-17,"Thursday","17:30",-19.8464048377051,-43.9393638062384,"Collision","Nonfatal"
"403",2011-02-17,"Thursday","17:30",-19.8464048377051,-43.9393638062384,"Collision","Nonfatal"
"404",2011-02-17,"Thursday","17:30",-19.8464048377051,-43.9393638062384,"Collision","Nonfatal"
"405",2011-02-17,"Thursday","17:50",-19.9209404545915,-43.9710170215992,"Collision","Nonfatal"
"406",2011-02-17,"Thursday","19:00",-19.8421894133604,-43.899506872478,"Collision","Nonfatal"
"407",2011-02-17,"Thursday","19:30",-19.901077089105,-43.9559833186333,"Collision","Nonfatal"
"408",2011-02-17,"Thursday","21:17",-19.8612050492566,-43.9325109264555,"Collision","Nonfatal"
"409",2011-02-17,"Thursday","22:10",-19.8902845052522,-43.901018181771,"Collision","Nonfatal"
"410",2011-02-17,"Thursday","23:00",-19.923933351381,-43.9382629863193,"Collision","Nonfatal"
"411",2011-02-17,"Thursday","23:30",-19.9126601133188,-43.9660343767514,"Running over","Nonfatal"
"412",2011-02-18,"Friday","01:45",-19.918376264336,-43.9121449897893,"Collision","Nonfatal"
"413",2011-02-18,"Friday","02:00",-19.9415863554281,-43.915937932687,"Collision","Nonfatal"
"414",2011-02-18,"Friday","03:40",-19.9107089436944,-43.9676030779611,"Collision","Nonfatal"
"415",2011-02-18,"Friday","05:00",-19.9296497392604,-43.9596279026962,"Collision","Nonfatal"
"416",2011-02-18,"Friday","06:43",-19.9323744510803,-43.9571041237019,"Running over","Nonfatal"
"417",2011-02-18,"Friday","06:43",-19.9323744510803,-43.9571041237019,"Running over","Nonfatal"
"418",2011-02-18,"Friday","07:10",-19.843247620049,-43.9719905758523,"Collision","Nonfatal"
"419",2011-02-18,"Friday","07:10",-19.843247620049,-43.9719905758523,"Collision","Nonfatal"
"420",2011-02-18,"Friday","07:30",-19.8408402447749,-43.8996567276288,"Running over","Nonfatal"
"421",2011-02-18,"Friday","07:45",-19.9037739352394,-43.9800154705575,"Collision","Nonfatal"
"422",2011-02-18,"Friday","07:45",-19.9037739352394,-43.9800154705575,"Collision","Nonfatal"
"423",2011-02-18,"Friday","07:50",-19.8259099745231,-43.943002558388,"Collision","Nonfatal"
"424",2011-02-18,"Friday","08:11",-19.9788073908892,-44.0271288999523,"Running over","Nonfatal"
"425",2011-02-18,"Friday","08:30",-19.8533628223976,-43.9658953538943,"Collision","Nonfatal"
"426",2011-02-18,"Friday","09:20",-19.9155399326405,-43.9676640136958,"Collision","Nonfatal"
"427",2011-02-18,"Friday","09:40",-19.9180074871754,-43.9518051735,"Running over","Nonfatal"
"428",2011-02-18,"Friday","10:45",-19.8325307087763,-43.956949923092,"Collision","Nonfatal"
"429",2011-02-18,"Friday","11:45",-19.936156784148,-43.9374679809781,"Collision","Nonfatal"
"430",2011-02-18,"Friday","12:00",-19.9296741089634,-43.9401723732047,"Running over","Nonfatal"
"431",2011-02-18,"Friday","12:50",-19.9516482874398,-43.9376594121644,"Collision","Nonfatal"
"432",2011-02-18,"Friday","12:50",-19.9516482874398,-43.9376594121644,"Collision","Nonfatal"
"433",2011-02-18,"Friday","12:50",-19.9516482874398,-43.9376594121644,"Collision","Nonfatal"
"434",2011-02-18,"Friday","13:45",-19.967262455145,-43.9917134058509,"Collision","Nonfatal"
"435",2011-02-18,"Friday","14:00",-19.9690342107373,-43.9624918733699,"Collision","Nonfatal"
"436",2011-02-18,"Friday","15:10",-19.9808591274646,-44.024529848509,"Collision","Nonfatal"
"437",2011-02-18,"Friday","15:10",-19.9808591274646,-44.024529848509,"Collision","Nonfatal"
"438",2011-02-18,"Friday","15:30",-19.9277295758741,-43.9413719621114,"Collision","Nonfatal"
"439",2011-02-18,"Friday","15:30",-19.9277295758741,-43.9413719621114,"Collision","Nonfatal"
"440",2011-02-18,"Friday","16:30",-19.922660000482,-43.9056384305938,"Collision","Nonfatal"
"441",2011-02-18,"Friday","17:20",-19.9245440930779,-43.9281652797821,"Collision","Nonfatal"
"442",2011-02-18,"Friday","17:40",-20.0043796414678,-44.0136430460501,"Running over","Nonfatal"
"443",2011-02-18,"Friday","17:50",-19.9837890797493,-44.0540051743717,"Collision","Nonfatal"
"444",2011-02-18,"Friday","17:50",-19.9837890797493,-44.0540051743717,"Collision","Nonfatal"
"445",2011-02-18,"Friday","18:00",-19.9215243137791,-43.9432412968797,"Collision","Nonfatal"
"446",2011-02-18,"Friday","18:46",-19.91388621374,-43.9368961089239,"Collision","Nonfatal"
"447",2011-02-18,"Friday","19:00",-19.9416210098863,-43.9163160707166,"Collision","Nonfatal"
"448",2011-02-18,"Friday","19:30",-19.8787429401644,-43.9601317532605,"Collision","Nonfatal"
"449",2011-02-18,"Friday","19:30",-19.8787429401644,-43.9601317532605,"Collision","Nonfatal"
"450",2011-02-18,"Friday","20:00",-19.8320521331531,-43.895979671027,"Collision","Nonfatal"
"451",2011-02-18,"Friday","21:40",-19.9463727634294,-43.9590925074553,"Collision","Nonfatal"
"452",2011-02-18,"Friday","23:35",-19.8282462937454,-43.9408172856967,"Collision","Nonfatal"
"453",2011-02-19,"Saturday","00:10",-19.9046095966454,-43.9642119472467,"Collision","Nonfatal"
"454",2011-02-19,"Saturday","00:10",-19.9046095966454,-43.9642119472467,"Collision","Nonfatal"
"455",2011-02-19,"Saturday","00:30",-19.9281353999261,-43.9827660306982,"Collision","Fatal"
"456",2011-02-19,"Saturday","01:04",-19.9165737755088,-43.9362500074364,"Running over","Nonfatal"
"457",2011-02-19,"Saturday","01:04",-19.9165737755088,-43.9362500074364,"Running over","Nonfatal"
"458",2011-02-19,"Saturday","01:20",-19.8356017638563,-43.9396745457741,"Collision","Fatal"
"459",2011-02-19,"Saturday","03:30",-19.8610045629928,-43.9652853311719,"Collision","Nonfatal"
"460",2011-02-19,"Saturday","04:00",-19.976120836605,-44.017675119762,"Collision","Nonfatal"
"461",2011-02-19,"Saturday","05:30",-19.9505854799537,-43.9606287528381,"Collision","Nonfatal"
"462",2011-02-19,"Saturday","07:00",-19.9231021391485,-43.9354930482386,"Running over","Nonfatal"
"463",2011-02-19,"Saturday","07:00",-19.9210678444336,-43.9731714411503,"Collision","Nonfatal"
"464",2011-02-19,"Saturday","07:30",-19.9046944948274,-43.8968838688096,"Collision","Nonfatal"
"465",2011-02-19,"Saturday","09:30",-19.9901851633731,-44.0529628082422,"Collision","Nonfatal"
"466",2011-02-19,"Saturday","09:30",-19.9901851633731,-44.0529628082422,"Collision","Nonfatal"
"467",2011-02-19,"Saturday","10:40",-19.9170199183599,-43.9612164631901,"Running over","Nonfatal"
"468",2011-02-19,"Saturday","10:45",-19.8871656982695,-43.9504601973238,"Collision","Nonfatal"
"469",2011-02-19,"Saturday","11:15",-19.8184832015663,-43.9820831735624,"Collision","Nonfatal"
"470",2011-02-19,"Saturday","11:20",-19.8325568491082,-43.9400719153416,"Collision","Nonfatal"
"471",2011-02-19,"Saturday","12:00",-19.9849936158757,-44.0023030795092,"Collision","Nonfatal"
"472",2011-02-19,"Saturday","12:30",-19.8921130657449,-43.9277057014897,"Collision","Nonfatal"
"473",2011-02-19,"Saturday","12:30",-19.8921130657449,-43.9277057014897,"Collision","Nonfatal"
"474",2011-02-19,"Saturday","12:30",-19.9003716389168,-44.0243421987871,"Running over","Nonfatal"
"475",2011-02-19,"Saturday","12:42",-19.9178517272559,-43.955277204094,"Collision","Nonfatal"
"476",2011-02-19,"Saturday","13:20",-19.9157899216085,-43.9360355211908,"Collision","Nonfatal"
"477",2011-02-19,"Saturday","13:20",-19.9037283407694,-43.99710754674,"Collision","Nonfatal"
"478",2011-02-19,"Saturday","13:20",-19.9037283407694,-43.99710754674,"Collision","Nonfatal"
"479",2011-02-19,"Saturday","13:20",-19.9445831322229,-43.9340561393189,"Collision","Nonfatal"
"480",2011-02-19,"Saturday","13:30",-20.0111822314885,-44.0372930487374,"Collision","Nonfatal"
"481",2011-02-19,"Saturday","13:45",-19.9330798103474,-43.9731062700125,"Collision","Nonfatal"
"482",2011-02-19,"Saturday","13:45",-19.9330798103474,-43.9731062700125,"Collision","Nonfatal"
"483",2011-02-19,"Saturday","13:45",-19.9330798103474,-43.9731062700125,"Collision","Nonfatal"
"484",2011-02-19,"Saturday","13:50",-19.8957835555699,-43.927055987585,"Collision","Nonfatal"
"485",2011-02-19,"Saturday","14:30",-19.8619380737567,-43.9462151206656,"Running over","Nonfatal"
"486",2011-02-19,"Saturday","15:01",-19.81215576659,-43.9585510155289,"Running over","Fatal"
"487",2011-02-19,"Saturday","15:10",-19.8864588923383,-43.9288947329723,"Collision","Nonfatal"
"488",2011-02-19,"Saturday","15:31",-19.9611997180024,-43.9391193966201,"Collision","Nonfatal"
"489",2011-02-19,"Saturday","15:31",-19.9611997180024,-43.9391193966201,"Collision","Nonfatal"
"490",2011-02-19,"Saturday","15:31",-19.9611997180024,-43.9391193966201,"Collision","Nonfatal"
"491",2011-02-19,"Saturday","16:00",-19.9224253892515,-43.9082313049968,"Collision","Nonfatal"
"492",2011-02-19,"Saturday","16:00",-19.9224253892515,-43.9082313049968,"Collision","Nonfatal"
"493",2011-02-19,"Saturday","16:30",-19.9252371186869,-43.9341606877407,"Collision","Nonfatal"
"494",2011-02-19,"Saturday","18:30",-19.9430761155456,-43.9336380922234,"Collision","Nonfatal"
"495",2011-02-19,"Saturday","18:30",-19.9430761155456,-43.9336380922234,"Collision","Nonfatal"
"496",2011-02-19,"Saturday","19:00",-19.9199355258802,-43.9385440938424,"Collision","Nonfatal"
"497",2011-02-19,"Saturday","19:00",-19.9199355258802,-43.9385440938424,"Collision","Nonfatal"
"498",2011-02-19,"Saturday","19:25",-19.8776682706785,-43.9921231037315,"Collision","Nonfatal"
"499",2011-02-19,"Saturday","19:25",-19.8776682706785,-43.9921231037315,"Collision","Nonfatal"
"500",2011-02-19,"Saturday","20:35",-19.9426849361261,-43.9728683710061,"Collision","Nonfatal"
"501",2011-02-19,"Saturday","20:35",-19.9426849361261,-43.9728683710061,"Collision","Nonfatal"
"502",2011-02-19,"Saturday","21:00",-19.9477462178527,-44.0087666386301,"Collision","Nonfatal"
"503",2011-02-19,"Saturday","21:00",-19.9477462178527,-44.0087666386301,"Collision","Nonfatal"
"504",2011-02-19,"Saturday","21:15",-19.9127720060723,-44.0220787274325,"Running over","Nonfatal"
"505",2011-02-19,"Saturday","21:30",-19.9950692314741,-43.995116855006,"Collision","Nonfatal"
"506",2011-02-19,"Saturday","21:30",-19.9950692314741,-43.995116855006,"Collision","Nonfatal"
"507",2011-02-19,"Saturday","22:41",-19.9033974649307,-43.9321170593092,"Running over","Nonfatal"
"508",2011-02-19,"Saturday","23:00",-19.8458158125582,-43.9334412866672,"Collision","Nonfatal"
"509",2011-02-02,"Wednesday","00:30",-19.8277816196265,-43.9599975725973,"Collision","Nonfatal"
"510",2011-02-02,"Wednesday","07:12",-19.9322269510046,-43.9713121944891,"Collision","Nonfatal"
"511",2011-02-02,"Wednesday","07:20",-19.8347004364671,-43.9323374087503,"Collision","Nonfatal"
"512",2011-02-02,"Wednesday","07:30",-19.8551902674188,-43.922845082218,"Collision","Nonfatal"
"513",2011-02-02,"Wednesday","08:00",-20.0063879980772,-44.0218895542573,"Running over","Nonfatal"
"514",2011-02-02,"Wednesday","08:20",-19.8870697625941,-43.9289055266238,"Collision","Nonfatal"
"515",2011-02-02,"Wednesday","08:50",-19.9173955982698,-43.9302471122307,"Collision","Nonfatal"
"516",2011-02-02,"Wednesday","08:50",-19.9173955982698,-43.9302471122307,"Collision","Nonfatal"
"517",2011-02-02,"Wednesday","09:00",-19.9168467728161,-43.9404626022392,"Collision","Nonfatal"
"518",2011-02-02,"Wednesday","09:20",-19.8957835555699,-43.927055987585,"Collision","Nonfatal"
"519",2011-02-02,"Wednesday","09:40",-19.8709659919682,-43.927178383722,"Collision","Nonfatal"
"520",2011-02-02,"Wednesday","09:45",-19.8355343625353,-43.974628291347,"Running over","Nonfatal"
"521",2011-02-02,"Wednesday","09:55",-19.8993435819066,-43.9118069377166,"Collision","Nonfatal"
"522",2011-02-02,"Wednesday","09:55",-19.8993435819066,-43.9118069377166,"Collision","Nonfatal"
"523",2011-02-02,"Wednesday","10:35",-19.9344830170617,-43.948491267402,"Collision","Nonfatal"
"524",2011-02-02,"Wednesday","10:50",-19.9509761355613,-43.9472779290778,"Running over","Nonfatal"
"525",2011-02-02,"Wednesday","11:00",-19.8558798012338,-43.9601317378323,"Collision","Nonfatal"
"526",2011-02-02,"Wednesday","11:30",-19.8104109769969,-44.0038900992584,"Collision","Nonfatal"
"527",2011-02-02,"Wednesday","11:30",-19.8104109769969,-44.0038900992584,"Collision","Nonfatal"
"528",2011-02-02,"Wednesday","12:00",-19.921438790356,-43.9217606668161,"Collision","Nonfatal"
"529",2011-02-02,"Wednesday","12:10",-19.9481918300287,-43.9262864508739,"Collision","Nonfatal"
"530",2011-02-02,"Wednesday","12:10",-19.9481918300287,-43.9262864508739,"Collision","Nonfatal"
"531",2011-02-02,"Wednesday","12:45",-19.9883848817219,-44.0020796716855,"Collision","Nonfatal"
"532",2011-02-02,"Wednesday","13:10",-19.9231216419812,-43.9444915049005,"Collision","Nonfatal"
"533",2011-02-02,"Wednesday","13:40",-19.9835306946338,-44.0092074630431,"Running over","Nonfatal"
"534",2011-02-02,"Wednesday","15:20",-19.8362086784256,-43.964813803294,"Collision","Nonfatal"
"535",2011-02-02,"Wednesday","18:00",-19.9201022720211,-43.9373558417083,"Collision","Nonfatal"
"536",2011-02-02,"Wednesday","18:00",-19.9201022720211,-43.9373558417083,"Collision","Nonfatal"
"537",2011-02-02,"Wednesday","18:00",-19.9201022720211,-43.9373558417083,"Collision","Nonfatal"
"538",2011-02-02,"Wednesday","18:00",-19.91388621374,-43.9368961089239,"Running over","Nonfatal"
"539",2011-02-02,"Wednesday","18:00",-19.91388621374,-43.9368961089239,"Running over","Nonfatal"
"540",2011-02-02,"Wednesday","18:00",-19.91388621374,-43.9368961089239,"Running over","Nonfatal"
"541",2011-02-02,"Wednesday","18:00",-19.91388621374,-43.9368961089239,"Running over","Nonfatal"
"542",2011-02-02,"Wednesday","18:00",-19.91388621374,-43.9368961089239,"Running over","Nonfatal"
"543",2011-02-02,"Wednesday","18:15",-19.9201617962818,-43.9315031546492,"Running over","Nonfatal"
"544",2011-02-02,"Wednesday","18:15",-19.9201617962818,-43.9315031546492,"Running over","Nonfatal"
"545",2011-02-02,"Wednesday","18:30",-19.8171483164481,-43.9526111557045,"Collision","Nonfatal"
"546",2011-02-02,"Wednesday","18:30",-19.8502378972643,-43.9811801950937,"Collision","Nonfatal"
"547",2011-02-02,"Wednesday","19:10",-19.8522325860783,-43.9616267201068,"Collision","Nonfatal"
"548",2011-02-02,"Wednesday","19:50",-19.9028625560745,-43.9447766495592,"Collision","Nonfatal"
